,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
5257,Argentina,Agrinar,"Agrinar SA is an Argentine manufacturering company based in the city of Granadero Baigorria in Santa Fe Province. It was founded in 2002, utilizing a former Massey Ferguson factory and designs.",2002,Industrials,Commercial vehicles & trucks,Santa Fe,Tractors
5258,Argentina,Al Este,"Al Este Bodega y Viñedos is a winery in Médanos, Buenos Aires, Argentina. It consists of vineyards (in owned lands that exceed 300 hectares (740 acres)) and an adjacent winery, located 640 km (400 mi) south of the city of Buenos Aires on the southern tip of the Buenos Aires province.",1999,Consumer goods,Distillers & vintners,Buenos Aires,Winery
5259,Argentina,Aleph Producciones,"Aleph Producciones S.A. is a film production company in Buenos Aires, Argentina.",1990,Consumer services,Broadcasting & entertainment,Buenos Aires,Film
5260,Argentina,Alto Palermo S.A.,"Alto Palermo S.A. (APSA) is an Argentine real estate company whose fundamental commercial objectives are the possession, development, administration, acquisition and construction of productive shopping centers. APSA is a subsidiary of Inversiones y Representaciones S.A., a real estate holding company based in Buenos Aires, Argentina.",1889[6],Financials,Real estate holding & development,Buenos Aires,"Real estate, part of Inversiones y Representaciones Sociedad Anónima (IRSA)"
5261,Argentina,Aluar,"Álvar Núñez Cabeza de Vaca (Spanish pronunciation: [ˈalβaɾ ˈnũɲeθ kaˈβeθa ðe ˈβaka] (listen); Jerez de la Frontera, c. 1488/1490/1492 – Seville, c.",1970,Basic materials,Aluminum,Buenos Aires,Aluminium
5262,Argentina,Ámbito Financiero,"Ámbito Financiero is an Argentine newspaper founded on December 9, 1976 by economist Julio A. Ramos. It was initially sold in downtown Buenos Aires, covering mainly the daily prices of the U.S. dollar, gold, stocks, etc., and included other editorials.",1976,Consumer services,Publishing,Buenos Aires,Newspaper
5263,Argentina,América 24,"América 24, recently referred to just as A 24, is an Argentine news cable channel. Founded in 2005 by PRAMER, it replaced a previous 24/7  news channel, CVN (Cablevision Noticias).",2005,Consumer services,Broadcasting & entertainment,Buenos Aires,Television network
5264,Argentina,América TV,"América TV (call sign LS 86) is a television station broadcasting on channel 2 in La Plata, Buenos Aires Province, Argentina, and one of Argentina's five national television networks. It is owned by América TV S.A.
Channel 2 of La Plata, on-air branding as América, is an Argentine free-to-air television station located in La Plata, Buenos Aires Province, Argentina.",1966,Consumer services,Broadcasting & entertainment,La Plata,Television network
5265,Argentina,Argentina Sono Film,"Argentina Sono Film S.A.C.I. is an entertainment company based in Buenos Aires that produced most of the major films during the classic period of Argentine cinema from 1933. In its current format, it serves as a production and distribution company.",1933,Consumer services,Broadcasting & entertainment,Buenos Aires,Film
5266,Argentina,Aroma Café,"The Aroma Cafe (S.A.) is an Argentine coffee chain and a former British coffee chain. It was founded in London, England in 1991 and started in Buenos Aires, Argentina in 2000.",1991,Consumer services,Restaurants & bars,Buenos Aires,Coffee chain
5267,Argentina,ASA Aluminium Body,"ASA Aluminium Body is an Argentinian company that produces exact replicas of racing cars from the 1930s, 1940s and 1950s.


== History ==
In 1969 a company named Lotus Argentina started producing licensed Lotus Seven roadsters.",1969,Consumer goods,Automobiles,Buenos Aires,Racing cars
5268,Argentina,Austral Líneas Aéreas,"Cielos del Sur S.A., operating as Austral Líneas Aéreas, more commonly known by its shortened name Austral, is a domestic airline of Argentina, the sister company of Aerolíneas Argentinas. It is the second largest domestic scheduled airline in the country, after Aerolíneas Argentinas itself.",1957,Consumer services,Airlines,Buenos Aires,Airline
5269,Argentina,Banco Credicoop,"Banco Credicoop (Creditco-op Bank) is the largest cooperatively-owned bank in Argentina.


== Overview ==
Banco Credicoop was established in 1979 through the merger of 44 Argentine credit unions.",1979,Financials,Banks,Buenos Aires,Cooperative bank
5270,Argentina,Banco de la Nación Argentina,"Banco de la Nación Argentina (English: Bank of the Argentine Nation) is the national bank of Argentina, and the largest in the country's banking sector.


== History ==
The Bank of the Argentine Nation was founded on 18 October 1891 by President Carlos Pellegrini, with the purpose of stabilizing the nation's finances following the Panic of 1890; its first director was Vicente Lorenzo Casares.",1891,Financials,Banks,Buenos Aires,State-owned bank
5271,Argentina,Banco Macro,"Banco Macro is the second largest domestically-owned private bank in Argentina, and the sixth-largest by deposits and lending.


== Overview ==
Banco Macro began operations as Financiera Macro, a brokerage specializing in arbitrage founded by Mario Brodersohn, José Dagnino Pastore and Alieto Guadagni, in 1976.",1976,Financials,Banks,Buenos Aires,Private bank
5272,Argentina,Banco de la Ciudad de Buenos Aires,"Buenos Aires ( or ; Spanish pronunciation: [ˈbwenos ˈajɾes]), officially Autonomous City of Buenos Aires, of is the capital and largest city of the Republic Argentina. The city is located on the western shore of the estuary of the Río de la Plata, on the South American continent's southeastern coast.",1878,Financials,Banks,Buenos Aires,Municipal bank
5273,Argentina,BD Cine,"BD Cine (Burman Dubcovsky Cine) is a film production company in Buenos Aires, Argentina.The firm was formed in 1995 by producer/director Daniel Burman and producer Diego Dubcovsky.
According to film critic Joel Poblete, who writes for Mabuse, a cinema magazine, Daniel Burman and Diego Dubcovsky are two of the members of the New Argentina Cinema which began c.",1995,Consumer services,Broadcasting & entertainment,Buenos Aires,Film
5274,Argentina,Belgrano Cargas,"Belgrano Cargas S.A. was an Argentine State-owned company which operated the 10,841 km (6,736 mi) 1,000 mm (3 ft 3 3⁄8 in) metre gauge gauge freight rail network built by Central Northern and Province of Santa Fe Railways, which became part of Belgrano Railway network after railway nationalization of 1948.
The network operated by Belgrano Cargas extended through the provinces of Buenos Aires, Santa Fe, Córdoba, Mendoza, Santiago del Estero, San Juan, La Rioja, Catamarca, Tucumán, Chaco, Formosa, Salta and Jujuy.",1999,Industrials,Railroads,Buenos Aires,"Cargo rail, defunct 2013"
5275,Argentina,Bernardin,Bernardin is both a given name and a surname.,1925,Industrials,Commercial vehicles & trucks,Buenos Aires,Tractors and combines
5276,Argentina,Bersa,"Bersa is an Argentine arms manufacturer, located in the city of Ramos Mejía in Argentina.


== History ==

The company was founded in the mid-1950s by Italian immigrants Benso Bonadimani, Ercole Montini and Savino Caselli, all of them mechanical engineers.",1955,Industrials,Defense,Ramos Mejía,Firearms
5277,Argentina,Bridas Corporation,Bridas Corporation is an independent oil and gas holding company based in Argentina.  Since March 2010 it is 50% owned by China National Offshore Oil Corporation.,1948,Oil & gas,Exploration & production,Buenos Aires,Oil and gas
5278,Argentina,Brukman factory,"Brukman is a textile factory in Balvanera, Buenos Aires, Argentina (Jujuy 554).  Currently under the control of a worker cooperative called ""18 de Diciembre"", it is among the most famous of the country's ""recovered factories"".",2001,Consumer goods,Clothing & accessories,Buenos Aires,Textiles
5279,Argentina,Bunge y Born,"Bunge & Born was a multinational corporation based in Buenos Aires, Argentina, whose diverse interests included food processing and international trade in grains and oilseeds. It is now known as Bunge Limited.",1884,Consumer goods,Food products,Buenos Aires,Food processing
5280,Argentina,Cerveza Quilmes,"Cervecería y Maltería Quilmes (locally [seɾβeseˈɾi.a i malteˈɾi.a ˈkilmes]) is an Argentine brewery founded in 1888 in Quilmes, Buenos Aires Province, by Otto Bemberg, a German immigrant.
The company grew quickly, and by the 1920s it was the most popular beer brand in Buenos Aires.",1888,Consumer goods,Brewers,Quilmes,Brewery
5281,Argentina,Chincul,Chincul SACAIFI was an aircraft manufacturing company in Argentina.  The company built Piper Aircraft under license.,1972,Industrials,Aerospace,San Juan,Aircraft
5282,Argentina,Cicaré Helicópteros,"Cicaré S.A. (originally Cicaré Aeronáutica S.A. and later Cicaré Helicópteros S.A.) is an Argentine helicopter manufacturer founded by Augusto Cicaré in Saladillo, Buenos Aires Province in the 1970s to develop aircraft of his own design. A number of prototypes were constructed, including one under contract from the Argentine Air Force, but no great successes were achieved until the CH-7 light sporting helicopter in the 1990s.",1972,Industrials,Aerospace,Buenos Aires,"Aircraft, helicopters"
5283,Argentina,CITEDEF,"The Institute of Scientific and Technical Research for Defense (CITEDEF, Spanish: Instituto de Investigaciones Científicas y Técnicas para la Defensa), is an Argentine federal agency in charge of research and development in various scientific fields. It is also in charge of homologation of weaponry.",1954,Industrials,Defense,Buenos Aires,Arms research
5284,Argentina,Clarín Group,"Grupo Clarín S.A. is the largest media conglomerate in Argentina.


== Overview ==
Established as such in 1999, it includes the Clarín newspaper (the most-widely circulated in Latin America), Papel Prensa (the nation's principal newsprint manufacturer), Cablevisión cable television, the Artear media company, and numerous other media outlets.Rooted in the successful 1945 launch of the centrist daily, Clarín, by the late Roberto Noble, the group is active within the publishing, newspaper, television, radio, and telecommunications industries.",1999,Consumer services,Broadcasting & entertainment,Buenos Aires,Media holding
5285,Argentina,Córdoba Central Railway,"The Córdoba Central  Railway (CCR) (in Spanish: Ferrocarril Central Córdoba) was a British-owned railway company, founded in 1887, that operated a 1,960 km (1,220 mi) 1,000 mm (3 ft 3 3⁄8 in) metre gauge railway network in Argentina which extended from Buenos Aires, north west via Rosario and Córdoba, to Tucumán. Financial problems forced the sale of the company to the Government of Argentina in 1938.",1888,Consumer services,Railroads,Buenos Aires,"Railway, defunct 1939"
5286,Argentina,Cris Morena Group,"María Cristina De Giacomi (born 23 August 1956), professionally known as Cris Morena, is an Argentine Award-winning television producer, actress, television presenter, composer, musician, songwriter,  writer, former fashion model and CEO of Cris Morena Group. She is one of the most successful producers in the country and is the creator of Argentina's most successful youth-oriented shows such as  Jugate Conmigo, Chiquititas, Rebelde Way, Floricienta, Alma Pirata, and Casi Ángeles.",2002,Consumer services,Broadcasting & entertainment,Buenos Aires,Youth media
5287,Argentina,Discos Qualiton,"Discos Qualiton was a record label, published by the recording studio Fonema S.A. A garage experiment in Rosario, Argentina in 1961, Qualiton would later become a major independent record label influencing a generation of artists, writers, musicians, poets, and filmmakers.


== Early days ==
The first attempts by Nelson Montes-Bradley and Ivan Cosentino to produce and publish vinyl records in Argentina was made under the umbrella of Fondo Cultural, a firm based in Rosario, and incorporated in Buenos Aires.",1961,Consumer services,Broadcasting & entertainment,Rosario,Record label
5288,Argentina,Editorial Atlántida,"Editorial Atlántida is a prominent Argentine publishing house and the country's leading magazine publisher and distributor.


== History ==


=== Development ===
Editorial Atlántida's origins began with three magazines founded by an Uruguayan-Argentine journalist, Constancio C. Vigil, between 1904 and 1911: the children's weekly Pulgarcito (akin to ""Tom Thumb""), Germinal, and his most successful early periodical, the general interest weekly, Mundo Argentino (""Argentine World"").",1918,Consumer services,Publishing,Buenos Aires,"Publishing, part of Televisa (Mexico)"
5289,Argentina,Editorial Losada,Editorial Losada is a traditional Argentine publishing house founded in 1938. The house has published important writers such as Nobel Prize winners Pablo Neruda and Miguel Ángel Asturias.,1938,Consumer services,Publishing,Buenos Aires,Publishing
5290,Argentina,El sitio,El Sitio is a town located within the municipality of Pinos in the state of Zacatecas.,1997,Consumer services,Broadcasting & entertainment,Buenos Aires,"Online portal, defunct 2001"
5291,Argentina,El Trece,"Channel 13 (known by its current brand name El Trece, stylized as eltrece) is an Argentine free-to-air television network and the flagship station of the network of the same name, located in the capital of Argentina, Buenos Aires. It is owned by Grupo Clarín.",1960,Consumer services,Broadcasting & entertainment,Buenos Aires,"Television network, part of Clarín Group"
5292,Argentina,Enarsa,"Microsoft Encarta was a digital multimedia encyclopedia published by Microsoft Corporation from 1993 to 2009. Originally sold on CD-ROM or DVD, it was also available on the World Wide Web via an annual subscription, although later articles could also be viewed free online with advertisements.",2004,Oil & gas,Exploration & production,Buenos Aires,State-owned petroleum and natural gas
5293,Argentina,Fábrica Argentina de Aviones,"The Fábrica Argentina de Aviones SA (FAdeA), officially Fábrica Argentina de Aviones ""Brigadier San Martín"" S.A., is Argentina's main aircraft manufacturer. Founded on 10 October 1927 and located in Córdoba, for most of its existence it was known as Fábrica Militar de Aviones (FMA), until its privatization in the 1990s to Lockheed Martin.",1927,Industrials,Aerospace,Córdoba,Aircraft
5294,Argentina,FaSinPat,"FaSinPat, formerly known as Zanon, is a worker-controlled ceramic tile factory in the southern Argentine province of Neuquén, and one of the most prominent in the recovered factory movement of Argentina. The name is short for Fábrica Sin Patrones, which means ""Factory Without Bosses"" in Spanish.",2005,Industrials,Building materials & fixtures,Neuquén,Ceramic tiles
5295,Argentina,Ferrobaires,"The Unidad Ejecutora del Plan Ferroviario Provincial (UEPFP) (in English: ""Executive Unit of the Provincial Railway Plan""), mostly known for its trade name Ferrobaires, was a public railway company which operated extensive long-distance passenger trains throughout Buenos Aires Province in Argentina. The company was primarily owned and funded by the Buenos Aires provincial government led by Eduardo Duhalde.",1993,Consumer services,Travel & tourism,La Plata,Passenger rail
5296,Argentina,Ferrocarriles Argentinos,"Ferrocarriles Argentinos (FA) (in English: Argentine Railways) was a state-owned company that managed the entire Argentine railway system for nearly 45 years. It was formed in 1948 when all the private railway companies were nationalised during Juan Perón's first presidential term, and transformed into the Empresa de Ferrocarriles del Estado Argentino (EFEA)  (in English: Argentine State Railways Company).",1949,Industrials,Railroads,Buenos Aires,"Railway, defunct 1993"
5297,Argentina,Ferrocentral,"Ferrocentral was an Argentine private railway company, with a name formed by a combination of the Spanish words for ""Central Rail"". It operated long-distance passenger trains from its base at Retiro station in Buenos Aires to several locations in northern Argentina, running on Ferrocarril Mitre's 5ft 6"" in gauge railway|Indian gauge]] tracks.",2004,Consumer services,Travel & tourism,Buenos Aires,"Passenger rail, defunct 2014"
5298,Argentina,Ferroexpreso Pampeano,"Ferroexpreso Pampeano S.A. (abbreviated FEPSA) is an Argentine private railway company that operates freight services over a 5,094 km (3,165 mi) 5 ft 6 in (1,676 mm) network that comprises broad gauge Sarmiento Railway and the Rosario and Puerto Belgrano section of Roca Railway.FEPSA is owned by Techint, one of the largest companies in Argentina. FEPSA's operating fleet includes 52 diesel locomotives and 2,106 wagons.",1991,Industrials,Railroads,Buenos Aires,"Cargo rail, part of Techint"
5299,Argentina,Ferrosur Roca,"Ferrosur Roca S.A. (FR) is a private company which operates freight services over part of the 5 ft 6 in (1,676 mm) broad gauge that belongs to General Roca Railway. 
Some of the products transported by Ferrosur Roca include salt, clincker, plaster, cement, lime, cereals, fertilizers, coking coal, iron scrap, petroleum and fuel oil, among other items.",1993,Industrials,Railroads,Buenos Aires,"Cargo rail, part of Camargo Corrêa (Brazil)"
5300,Argentina,Ferrovías,"Ferrovías S.A.C. is a privately owned company which, on 1 April 1994, took over the concession, granted by the Argentine government as part of railway privatisation during the presidency of Carlos Menem, for the operation of the 1,000 mm (3 ft 3 ⅜ in) (metre gauge) Belgrano Norte Line commuter rail service in Buenos Aires, Argentina.
From 2004 to 2014 the company also formed part of UGOFE, a consortium with Metrovías and Trenes de Buenos Aires, which took over the running of commuter rail services on the Belgrano Sur, Roca and San Martín lines in Buenos Aires after concessions granted to Metropolitano S.A. for the operation of these services were revoked.",1994,Consumer services,Travel & tourism,Buenos Aires,Passenger rail
5301,Argentina,Grupo Arcor,"Arcor is an Argentine food company specialized in confectionery. The firm was founded on July 5, 1951 in the city of Arroyito, Córdoba.",1951,Consumer goods,Food products,Arroyito,Confectionery
5302,Argentina,Grupo Financeiro Galícia,"Grupo Financiero Galicia is a financial services holding company based in Buenos Aires, and its banking operations are the fifth largest in Argentina, as well as the largest among all domestically-owned private banks in the country.


== Overview ==
The bank was founded in 1905 as the Banco de Galicia y Buenos Aires by a consortium led by Manuel Escasany, a jeweler and clock maker of Galician origin.",1905,Financials,Banks,Buenos Aires,Financial services
5303,Argentina,Guacamole Films,"Guacamole Films is a film production company in Buenos Aires, Argentina.The firm is known for producing award winning films and has taken all of their films to film festivals around the world.  The company is one of the production companies that is helping fuel the ""New Argentine Film"" wave movement.",2002,Consumer services,Broadcasting & entertainment,Buenos Aires,Film
5304,Argentina,Havanna,"Havana (; Spanish: La Habana [la aˈβana] (listen)) is the capital city, largest city, province, major port, and leading commercial center of Cuba. The city has a population of 2.1 million inhabitants, and it spans a total of 781.58 km2 (301.77 sq mi) – making it the largest city by area, the most populous city, and the fourth largest metropolitan area in the Caribbean region.The city of Havana was founded by the Spanish in the 16th century and due to its strategic location it served as a springboard for the Spanish conquest of the Americas, becoming a stopping point for treasure-laden Spanish galleons returning to Spain.",1948,Consumer goods,Food products,Mar del Plata,Food
5305,Argentina,Hotel Bauen,"The Hotel Bauen is a recuperated business located at 360 Callao Avenue in Buenos Aires run collectively by its workers, serving both as a hotel and as a free meeting place for Argentine leftist and workers' groups. It is also used as a personal residence by some of the worker-owners.",1978,Consumer services,Hotels,Buenos Aires,Hotel
5306,Argentina,Industrias Kaiser Argentina (IKA),"Industrias Kaiser Argentina S.A. or IKA was an Argentine motor car company established in 1956 in Córdoba Province as a joint venture with Kaiser Motors of the United States.
The automaker produced a variety of Kaiser Jeep vehicles and American Motors (AMC) models, including Argentina's most iconic car, the Torino, before partnering with France's Renault, which bought it out in 1970.",1956,Consumer goods,Automobiles,Córdoba,"Automotive, defunct 1970"
5307,Argentina,INVAP,"INVAP S.E. is an Argentine company that provides design, integration, construction and delivery of equipment, plants and devices. The company operates in North America, Europe, Asia Pacific, Latin America, the Middle East and Africa, and delivers projects for nuclear, aerospace, chemical, medical, petroleum and governmental sectors.",1976,Industrials,Heavy construction,Bariloche,
5308,Argentina,La Martina,"La Martina is an Argentine sports and leisure clothing manufacturer.


== History ==
La Martina was founded by Lando Simonetti, who was working in the fashion industry in the United States until 1985.",1985,Consumer services,Apparel retailers,Buenos Aires,Apparel
5309,Argentina,La Nación,"La Nación (The Nation) is an Argentine daily newspaper. As the country's leading conservative paper, La Nación's main competitor is the centrist Clarín.",1870,Consumer services,Publishing,Buenos Aires,Daily newspaper
5310,Argentina,La Serenísima,"La Serenísima is an Argentine dairy products maker.


== History ==


=== Development ===
La Serenísima was established in 1929 by Antonino Mastellone, a cheese-maker from Sardinia who arrived in Argentina in 1925.",1929,Consumer goods,Beverages,Buenos Aires,Dairy
5311,Argentina,LADE (Líneas Aéreas Del Estado),"LADE - Líneas Aéreas del Estado (English: State Air Lines) is an airline based in Comodoro Rivadavia, Argentina. It is a state owned airline operated by the Argentine Air Force and provides domestic scheduled services mainly in Patagonia.",1940,Consumer services,Airlines,Buenos Aires,Airline
5312,Argentina,Líneas Aéreas Federales,"Líneas Aéreas Federales was a state-owned airline operating domestic services based in Buenos Aires, Argentina. Its flights were operated by other local airlines.",2003,Consumer services,Airlines,Buenos Aires,State-owned airline
5313,Argentina,Líneas Aéreas Privadas Argentinas,"Líneas Aéreas Privadas Argentinas (English: Private Argentine Air Lines), more commonly known by the acronym LAPA (and known as ARG Argentina Línea Privada and AIRG from 2001 to 2002), was an airline based in Buenos Aires, Argentina. At its heyday, the carrier operated international services to the United States and Uruguay, as well as an extensive domestic network within Argentina.",1977,Consumer services,Airlines,Buenos Aires,"Airline, defunct 2003"
5314,Argentina,Loma Negra,"Loma Negra Companía Industrial Argentina S.A. is an Argentine manufacturer and the country's leading maker of cement, concrete, and lime.


== History ==
The 1926 discovery of large limestone deposits by Alfredo Fortabat at his San Jacinto Estancia led to his decision to open a cement factory in the nearby pampas hamlet of Loma Negra (south of Olavarría); the choice of location prompted Fortabat to christen his new venture Loma Negra (""Black Hillock"").",1926,Industrials,Building materials & fixtures,Buenos Aires,Cement
5315,Argentina,MercadoLibre.com,"Mercado Libre, Inc. (literally ""free market"" in Spanish, and known as Mercado Livre in Portuguese) is an Argentine company incorporated in the United States that operates online marketplaces dedicated to e-commerce and online auctions, including mercadolibre.com.",1999,Technology,Internet,Buenos Aires,E-commerce
5316,Argentina,Metrovías,Metrovías S.A. is an Argentine privately owned company that operates the Buenos Aires Underground and the Metropolitan services of Urquiza Line. 90% of Metrovías' shares are held by Grupo Roggio.,1994,Consumer services,Travel & tourism,Buenos Aires,Passenger rail
5317,Argentina,Molinos Río de la Plata,Molinos Río de la Plata (BCBA: MOLI) is Argentina's largest branded food products company. The company is a large exporter of sunflower processed oil and is one of Argentina's main exporters of bottled oil.,1902,Consumer goods,Food products,Buenos Aires,Food
5318,Argentina,Mostaza,"Mostaza is an Argentine fast food chain that was established in 1998. Its specialities are hamburgers, sandwiches, desserts and café.",2001,Consumer services,Restaurants & bars,Buenos Aires,Restaurant chain
5319,Argentina,Motomel,"Motomel S.A. is a  brand of Argentine motorcycle, based in Buenos Aires Province; founded in 1992 by the La Emilia investment group.


== History ==
The La Emilia factory has its origins in 1892.",1992,Consumer goods,Automobiles,Buenos Aires,Motorcycles
5320,Argentina,Municipal Bank of Rosario,"The Municipal Bank of Rosario (Spanish: Banco Municipal de Rosario, BMR) is a bank in Rosario, province of Santa Fe, Argentina. Its central offices are located in the downtown area, on San Martín St., and there are several additional offices throughout the city.",1869,Financials,Banks,Rosario,Bank
5321,Argentina,NGD Studios,"Nimble Giant Entertainment (formerly known as NGD Studios) is a game development company located in Buenos Aires, Argentina.  They started as a three group fusion and were the creators of an acclaimed game for a construction kit toy called Mis Ladrillos, which is similar to Lego toys.",2002,Technology,Software,Buenos Aires,Games
5322,Argentina,Nostromo Defensa,"Nostromo Defensa is a defense contractor based in Córdoba, Argentina. It has been working since 2006 in developing unmanned aerial vehicles for military and non-military use.",2006,Industrials,Aerospace,Córdoba,defence
5323,Argentina,Noticias,Noticias Caracol (until 9 October 2007 Caracol Noticias) is the name for all the national newscast from the news division of Caracol Televisión which carries the same name. It is broadcast four times on weekdays and twice on weekends.,1976,Consumer services,Publishing,Buenos Aires,Weekly magazine
5324,Argentina,Nucleosys,Nucleosys was a video game developer based in Argentina specializing in the adventure genre. The company was founded in 2003 by Agustin Cordes and Alejandro Graziani.,2003,Technology,Software,Buenos Aires,"Video games, defunct 2009"
5325,Argentina,Nuevo Central Argentino,"Nuevo Central Argentino S. A. (usually NCA) is an Argentine company that utilises the operation and infrastructure of the national railway system of the former Mitre Railway division of Ferrocarriles Argentinos, by a concession granted on 23 December 1992 as part of railway privatisation carried out during the presidency of Carlos Menem.
NCA operates about 5,000 km of 5 ft 6 in (1,676 mm) Indian gauge cargo railroad lines in the provinces of Buenos Aires, Santa Fe, Córdoba, Santiago del Estero and Tucumán.",1992,Industrials,Railroads,Rosario,Railway
5326,Argentina,Página/12,"Página/12 is a newspaper published in Buenos Aires, Argentina. It was founded on May 25, 1987, by journalist Jorge Lanata in association with writer Osvaldo Soriano and Alberto Elizalde Leal.",1987,Consumer services,Publishing,Buenos Aires,Newspaper
5327,Argentina,Patagonik Film Group,"Patagonik Film Group is an Argentine production company, dedicated to the making of feature films and film production services. A part of the Clarín Group, Patagonik Film Group also assists in the production of international films that want to film in Argentina.",1996,Consumer services,Broadcasting & entertainment,Buenos Aires,Film
5328,Argentina,Pixart,"Pixar Animation Studios, commonly known as Pixar (), is an American computer animation studio based in Emeryville, California, a subsidiary of The Walt Disney Studios owned by The Walt Disney Company. Pixar began in 1979 as part of the Lucasfilm computer division, known as the Graphics Group, before its spin-off as a corporation on February 3, 1986, with funding from Apple co-founder Steve Jobs, who became its majority shareholder.",1998,Technology,Software,Buenos Aires,Software
5329,Argentina,Pol-ka,"Pol-ka Producciones is a television and film production company in Buenos Aires, Argentina, commonly referred to as Pol-ka.
The company was launched in 1994 and is owned by Adrián Suar, Fernando Blanco and Artear.",1994,Consumer services,Broadcasting & entertainment,Buenos Aires,Television and film
5330,Argentina,RGB Entertainment,RGB Entertainment is a production company from Argentina. It was established in the year 2000.,2000,Consumer services,Broadcasting & entertainment,Buenos Aires,Production
5331,Argentina,SanCor,"SanCor is one of the leading dairy producers in Argentina (along with competitor La Serenísima). It holds one fifth of the total production in the country, and 90% of the Argentine exports of dairy products.",1938,Consumer goods,Beverages,Sunchales,Dairy
5332,Argentina,SEMTUR,"SEMTUR (Sociedad del Estado Municipal para el Transporte Urbano de Rosario, ""Municipal State Society for Rosario Urban Transport"") was a government-owned corporation based in Rosario, province of Santa Fe, Argentina. It was managed by the municipality of Rosario and runs a number of urban bus lines, including the Rosario trolleybus system.",2002,Consumer services,Travel & tourism,Rosario,Passenger/bus services
5333,Argentina,Servicios de Transportes Aéreos Fueguinos,"Servicios de Transportes Aéreos Fueguinos (STAF) was a cargo airline based in Buenos Aires, Argentina, operating scheduled and chartered flights to destinations throughout the Americas using leased aircraft. The airline went out-of-business in 2005.",1985,Industrials,Delivery services,Buenos Aires,"Cargo airline, defunct 2005"
5334,Argentina,Servicios Ferroviarios del Chaco,"Servicios  Ferroviarios del Chaco S.A. (also known for its acronym SEFECHA) (in English: ""Chaco Railway Services"") was a State-owned railway company which operated passenger rail services in the Chaco Province of Argentina
Those services had been previously run by the state-owned company Ferrocarriles Argentinos since railway nationalization of 1948.


== History ==
As part of railway privatization, carried out during the presidency of Carlos Menem, a concession to operate the services was granted to the government of Chaco Province in 1992, being later transferred to ""Servicios Ferroviarios del Chaco"" (also known for its acronym ""SEFECHA"") in August 1999.",1999,Consumer services,Travel & tourism,Buenos Aires,"Passenger rail, defunct 2010"
5335,Argentina,Servicios Ferroviarios Patagónico,"Tren Patagónico (in English: ""Patagonian Train"") is a state-owned company of Río Negro Province in Argentina which operates an 821-km length 826-kilometre long (513 mi) 5 ft 6 in (1,676 mm) broad gauge railway line between Viedma and San Carlos de Bariloche.
The train also runs a shorter distance service from Ing.",1993,Consumer services,Travel & tourism,Buenos Aires,Tourism railway
5336,Argentina,Southern Fuegian Railway,"The Southern Fuegian Railway (Spanish: Ferrocarril Austral Fueguino (FCAF)) or the Train of the End of the World (Spanish: El Tren del Fin del Mundo) is a 500 mm (19 3⁄4 in) gauge steam railway in Tierra del Fuego Province, Argentina. It was originally built as a freight line to serve the prison of Ushuaia, specifically to transport timber.",1909,Consumer services,Travel & tourism,Tierra del Fuego,Heritage railway
5337,Argentina,Tandanor,Tandanor (an acronym for Talleres Navales Dársena Norte) is an Argentine shipyard located south of Buenos Aires port which together with Almirante Storni yard constitutes CINAR (Argentina´s Industrial and Naval Compound) dedicated to shipbuilding and ship repair. It currently harbors ships from around the globe due to its international renown.,1879,Industrials,Defense,Buenos Aires,Shipyard
5338,Argentina,Techint,"Techint is an Italian-Argentinian conglomerate founded in Milan in 1945 by Italian industrialist Agostino Rocca and headquartered in Milan (Italy) and Buenos Aires (Argentina). As of 2019 the Techint Group is composed of six main companies in the following areas of business: engineering, construction, steel, mining, oil & gas, industrial plants, healthcare.",1945,Conglomerates,-,Buenos Aires,"Industrials, co-headquartered in Milan (Italy)"
5339,Argentina,Telecom Argentina,"Telecom Argentina S.A. is the major local telephone company for the northern part of Argentina, including the whole of the city of Buenos Aires. Briefly known as Sociedad Licenciataria Norte S.A., it quickly changed its name, and is usually known as simply ""Telecom"" within Argentina.",1990,Telecommunications,Fixed line telecommunications,Buenos Aires,Local telecom
5340,Argentina,Telefe,"Telefe (acronym for Televisión Federal) is a television station located in Buenos Aires, Argentina. The station is owned and operated by ViacomCBS through Televisión Federal S.A. Telefe is also one of Argentina's six national television networks.",1961,Consumer services,Broadcasting & entertainment,Buenos Aires,Television network
5341,Argentina,Torneos y Competencias,"Torneos y Competencias S.A. (TyC, also referred as Torneos) is an Argentine sports communications firm created by businessman Carlos Ávila, who has left the company. It is an important force in the world of Argentine sports, with interests in publications and radio and TV broadcasting.",1982,Consumer services,Broadcasting & entertainment,Buenos Aires,Sports communications
5342,Argentina,Transportadora de Gas del Sur,"Transportadora de Gas del Sur (Gas Transporter of the South) is the largest natural gas extractor in Argentina. The company was established in 1992, after the privatization of Gas del Estado, the state owned company that maintained the pipelines.",1992,Oil & gas,Exploration & production,Buenos Aires,Natural gas
5343,Argentina,Tren a las Nubes,"The Tren a las Nubes (English: Train to the Clouds) is a tourist train service in Salta Province, Argentina. The service runs along the eastern part of the Salta–Antofagasta railway line of the Belgrano Railway (also known as the ""C-14"" line) that connects the Argentine Northwest with the Chilean border in the Andes mountain range, over 4,220 metres (13,850 ft) above mean sea level, the fifth highest railway in the world.",1971,Consumer services,Travel & tourism,Salta,Tourism railway
